user_id,email,page,action,element,status,details,error_message,ip_address,user_agent,id,created_at,updated_at
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,18b1c1f6-0335-42d7-a2af-b2ceeeb2c40c,2026-04-18 20:03:36.855376,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,2f2990bb-7f00-4535-af6d-6fe561f3194a,2026-04-18 20:03:36.954337,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,b58a4804-08a3-4202-8bfd-65fe8724c0fc,2026-04-18 20:03:36.963578,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,dcbb5127-5e74-4c08-abba-eddc45f2a12b,2026-04-18 20:03:37.05526,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,e9b59cd3-15a7-4ff6-8352-c506b5307897,2026-04-18 20:03:39.559113,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,f76eb6fc-8d2f-4f80-8b16-bd2cf90cc410,2026-04-18 20:03:39.563406,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,9b3ade2b-7f67-43a2-8910-a4169bd0d0e8,2026-04-18 20:03:39.65621,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,3a63bc69-3e2f-433a-adb5-72b30e6b84cc,2026-04-18 20:03:39.752458,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,2ecfb0c7-eb95-457b-a088-70f989b658ef,2026-04-18 21:16:50.811499,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,be5da80c-48de-475c-8fb1-9a8da765edd1,2026-04-18 21:16:50.907088,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,8746b7f2-e3a9-4643-8d3f-9ec49adad12c,2026-04-18 21:16:51.010945,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,9e46641c-97a1-4f64-97b1-cbc748a2bc0a,2026-04-18 21:16:51.015373,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,905500c9-dc68-46ee-b760-672d96c032bb,2026-04-18 21:16:51.81098,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,5ca98f11-bae1-4870-8fba-d85a7d4a1220,2026-04-18 21:16:51.913418,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,8ad9ff98-c1c4-4817-8f84-bdf24ce78f56,2026-04-18 21:16:52.006987,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,04a9bdb4-c784-4f27-9d24-4d1307debdf3,2026-04-18 21:16:52.011309,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,49755f4e-ec02-42e5-bbc2-66da0ece53d3,2026-04-19 08:08:13.304959,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,dd5767f0-9b9f-4117-ac4f-f17605a5881c,2026-04-19 08:08:13.314009,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,78962b1f-c294-4e40-a622-009cbdb679fb,2026-04-19 08:08:13.31788,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,9d4b1bda-14a4-4d23-81db-61e61c33a993,2026-04-19 08:08:13.322415,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,d42428bf-e6a4-41b0-a2e4-100f9f76e32d,2026-04-19 08:08:13.32873,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,e6e27c8f-6e3d-4357-8afe-7267d76ee62d,2026-04-19 08:08:13.509289,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,22b1552e-50f7-407d-ba2a-7da95d3eec3a,2026-04-19 08:08:13.519238,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,4b436be9-c121-4f1a-985d-05567c0f67c9,2026-04-19 08:08:13.5268,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,fb88489d-2135-44f0-a46d-834667a8d7da,2026-04-19 08:23:19.629915,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,cb3d7f7a-44e4-44c9-94b3-92177ffb608e,2026-04-19 08:23:19.744338,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,69026999-3a90-4809-84ea-d9473487281e,2026-04-19 08:23:19.823593,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,7a40a8ea-a7a1-4945-b0fe-7fd39b7d8f62,2026-04-19 08:23:19.923714,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,90205642-df83-4d69-b2ed-80603460a1dc,2026-04-19 08:23:19.923762,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,3b8d85bc-0576-49a9-9a56-a5f1fad3afcc,2026-04-19 08:23:19.949602,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,e9daf9ab-404d-4647-8107-1a65f8da23d8,2026-04-19 08:23:20.029889,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,b5c547df-5217-4e6b-bd32-3b800c9f454b,2026-04-19 08:23:20.041163,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,89bff845-f513-4650-aaeb-8617be1a9e8c,2026-04-19 08:40:06.391214,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,83349992-ca49-48d5-a1ec-31238292b47d,2026-04-19 08:40:06.590144,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,1abc431f-5b51-4396-930a-f4f2109205d4,2026-04-19 08:40:06.794131,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,495e1b83-656c-49dd-bd82-5a49fd7f15b8,2026-04-19 08:40:06.796693,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,c4063ed1-35d0-40f7-be73-daa521d7c94d,2026-04-19 08:40:06.799533,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,08586c8c-be30-4752-b203-80450c8b96d8,2026-04-19 08:40:06.89006,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,eed7b5c0-c572-4aec-b5a6-b1783265587e,2026-04-19 08:40:06.99011,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,6683ae29-5cde-44de-9e73-d0e5c158c373,2026-04-19 08:40:06.997249,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,a8477350-ccf7-4478-8c85-259edd13d58d,2026-04-19 09:52:22.538497,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,c50c0204-b7dc-4970-b705-1939b8ab58b4,2026-04-19 09:52:22.634291,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,298f30e1-9857-49d2-9186-c2b8952d84f6,2026-04-19 09:52:22.641895,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,fa7c7092-7d9e-4aa5-8f9e-a037b9bec011,2026-04-19 09:52:22.735876,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,5a1a9e4a-35a9-460a-ab52-7873576d567a,2026-04-19 09:52:24.441474,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,85fb0f13-ce3d-4eeb-b948-2eef7347f77f,2026-04-19 09:52:24.540473,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,816de7b6-f8ea-41a8-81de-8011cc24d315,2026-04-19 09:52:24.636168,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,7a530aa3-f116-4f99-8406-ece3d8c7ee50,2026-04-19 09:52:24.641513,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,3da9ddf3-3393-43b4-a86e-6071c267e5ef,2026-04-19 10:34:14.021595,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,57fd3383-11a6-4231-8e30-e2268b425ac9,2026-04-19 10:34:14.221195,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,35e99d4d-4c02-46ee-955e-a908f075564d,2026-04-19 10:34:14.222429,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,adfedd30-d0de-4ea6-9608-f92b29be738c,2026-04-19 10:34:14.234783,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,11088255-e2b4-40bd-b36d-f9ccfc20c02c,2026-04-19 10:34:14.234177,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,1b7b8832-62db-4413-a905-00f77968e873,2026-04-19 10:34:14.3211,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,b0160819-b18a-4052-bfa8-a5654bc34c75,2026-04-19 10:34:14.328228,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,832fe1d7-332b-4c8d-9f9c-2c91dc37fa3d,2026-04-19 10:34:14.352903,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,53052045-7ed2-4548-ab74-a366913d2df9,2026-04-19 11:36:24.644117,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,1a5796aa-c007-44ff-8f5f-5e4dac1718f3,2026-04-19 11:36:24.648521,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,b61538e6-cf62-4596-9f4a-d19d4d4345fa,2026-04-19 11:36:24.653274,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,7cac382f-da35-4246-8ffc-23119cbdc2ad,2026-04-19 11:36:24.657415,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,c9445a8e-8c69-4372-a5ca-afd4893bd078,2026-04-19 11:36:24.77867,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,0073a389-9d7e-4d0f-a054-b619275c9e79,2026-04-19 11:36:24.84011,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,68a08199-943e-40d9-905c-34403d761853,2026-04-19 11:36:24.844274,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,bfa6fbbb-de89-4f7f-a24c-568364b6fb44,2026-04-19 11:36:24.84778,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,a78702d7-8b08-40c8-b26c-6bb393a9b3b6,2026-04-19 20:01:34.407658,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,8cdabc5d-70ab-43a9-94fe-28cd82d643e6,2026-04-19 20:01:34.503107,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,4623e9dc-0f21-4324-a5a5-baf3b2f0747b,2026-04-19 20:01:34.504449,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,689aefd5-564e-4e5a-855c-92e8344179f1,2026-04-19 20:01:34.508855,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,cdc336af-0a50-41aa-a707-8d636ae3f5f6,2026-04-19 20:01:34.509913,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,956d1f8c-5c73-4264-a1f9-0824242c2069,2026-04-19 20:01:34.514178,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,a087716c-1e42-44dd-9786-1bc22d757eec,2026-04-19 20:01:34.518685,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,377b3a82-ff24-41e4-9b75-c8aa5aef74a2,2026-04-19 20:01:34.51317,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,8608ff7b-dcdf-4f40-824f-de5b674164d1,2026-04-19 20:10:32.700862,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,1c8d7e0d-ef8b-4703-9ccf-69ba4292c94f,2026-04-19 20:10:32.70515,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,15a609fe-2f13-4e5c-b6e5-b3d79e343528,2026-04-19 20:10:32.708473,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,b7af8a2c-2baf-48ca-8f55-3cab4f10e289,2026-04-19 20:10:32.711934,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,78dc2f66-8cd9-48bc-9a4a-d53e8037f0be,2026-04-19 20:10:32.964429,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,17b84c83-0e4a-4051-8246-61261cb8a947,2026-04-19 20:10:32.969542,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,3354e832-9f01-4ee1-9542-a67f1597137e,2026-04-19 20:10:32.972953,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,06d730a5-1fec-4036-bc1e-057273ad56ab,2026-04-19 20:10:32.976974,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,8ae3461d-bcb0-4381-9968-64bfa63e0df0,2026-04-19 20:23:42.884909,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,15244715-16ef-417b-b466-f2e5ad06878b,2026-04-19 20:23:42.890721,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,91d85086-16aa-403b-adce-d236c2a189b3,2026-04-19 20:23:42.89594,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,d7a9a5c8-4959-463a-90eb-5174fdef4451,2026-04-19 20:23:42.899597,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,c42c16b2-6edb-4124-b9eb-3f42e06eb2be,2026-04-19 20:23:43.063476,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,73fff050-ae0b-4ca4-808e-bd70adf628e6,2026-04-19 20:23:43.070344,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,8ae694b3-8c3f-43c2-ba52-0515b8aa1026,2026-04-19 20:23:43.074153,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,73dca79c-d0ac-4edd-b6fd-aa22d3b668dc,2026-04-19 20:23:43.077666,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,08572a16-db49-41a7-8607-040c8b6a1e6f,2026-04-19 20:26:56.012503,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,eb5ff5a9-009e-4188-b91e-ace15c0ce4f2,2026-04-19 20:26:56.021352,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,ac75013b-a783-4a66-819b-fed27bb6ae5b,2026-04-19 20:26:56.028987,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,1b118dfd-7045-498c-a24d-2f19fe77a5d0,2026-04-19 20:26:56.032855,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,9ad4d3db-125e-4b01-a428-ab1b7af58a11,2026-04-19 20:27:00.809533,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,ddabeafe-0e11-4609-905a-fa63055002ba,2026-04-19 20:27:00.813991,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,1d086bbd-22a4-41c2-9d50-48f1f9358628,2026-04-19 20:27:00.817684,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,b4c6a728-6c49-40c3-bf7e-316ce73e2217,2026-04-19 20:27:00.821293,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,21d21f54-5c05-4d0e-9c5d-f3519fe10f1d,2026-04-19 20:34:32.78,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,e760e426-828b-4a60-9022-d06bb21d1638,2026-04-19 20:34:32.977911,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,49eec6aa-fb94-4378-ae40-34f5a9916916,2026-04-19 20:34:32.983289,
