user_id,email,page,action,element,status,details,error_message,ip_address,user_agent,id,created_at,updated_at
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,9f62b573-1dfb-48c1-8d02-c784276c9aad,2026-04-19 20:34:32.988254,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,213f61bb-7fc4-42d6-9f84-cb878bbf8cfd,2026-04-19 20:34:36.98263,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,23875a91-8513-42ac-99df-1da16e20ca07,2026-04-19 20:34:37.000842,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,1064efaa-5e4e-429a-ace3-ebd718e13fe8,2026-04-19 20:34:37.078778,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,f6d1e364-51a9-4793-8a91-662fdb545729,2026-04-19 20:34:37.088273,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,62c4df0d-2160-429a-9e88-6e33480a39c9,2026-04-19 20:38:24.252816,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,6a391303-99fa-4df4-85cd-5c95a0dcd6f6,2026-04-19 20:38:24.356344,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,9b9b3947-0932-4758-8ec6-8539c2c30bf9,2026-04-19 20:38:24.454572,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,7fe01759-bece-4831-b047-6dff9d86f9ce,2026-04-19 20:38:24.652115,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,90b1c470-1b1c-4b47-ad59-2314a61869c2,2026-04-19 20:38:24.761004,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,97e186f2-6c6a-4b6a-87b6-b99b580dcfcf,2026-04-19 20:38:24.951942,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,37a99a59-ab1e-4a4d-b7bd-c1b716e43dd9,2026-04-19 20:38:24.962528,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,0655d337-f9ed-4acd-b46f-e3f09ac04509,2026-04-19 20:38:24.969257,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,8ebb6189-573e-41e3-944c-3a4a80a8ab1b,2026-04-19 20:42:02.781118,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,a06cec9e-4de4-4609-b885-27296460fe9e,2026-04-19 20:42:02.875852,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,eefc4224-3d16-4d75-9c83-a86dec46aef7,2026-04-19 20:42:02.881896,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,a3eed3d2-da44-4e5e-9bbc-77deb8b1e4bc,2026-04-19 20:42:02.977317,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,82ccdd85-69a6-4595-b3cb-94ba3790d164,2026-04-19 20:42:06.582331,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,f9248be3-f6a1-4fa0-ad63-8b48ddff2a5b,2026-04-19 20:42:06.676966,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,0fc30bca-ad79-4e34-be34-c12814da0d6c,2026-04-19 20:42:06.6814,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,6c4d3425-6111-42eb-979d-286915532948,2026-04-19 20:42:06.779635,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,5b54cc03-ef71-46cd-924c-f69de61e7b34,2026-04-19 22:14:27.367267,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,e8102f4e-9c7f-4467-9f05-e160fa1e1851,2026-04-19 22:14:27.464958,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,3e67bba2-2f40-4f66-9aa7-c11c89a9af76,2026-04-19 22:14:27.470048,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,c8176dfd-fe15-46d1-8bc3-e39a9ed2ba01,2026-04-19 22:14:27.471663,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,174567fe-766f-40bb-88ee-04637964d71f,2026-04-19 22:14:27.475301,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,8fd389da-04f5-4186-a99d-1d3b3459619e,2026-04-19 22:14:27.47635,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,7e6a8580-3857-40c7-9768-9411e642ff4a,2026-04-19 22:14:27.564677,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,b8f20aa4-6a76-4623-b7f0-0dc65f458201,2026-04-19 22:14:27.569218,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,48b9771c-9f7f-438d-8866-ff01d2a038c0,2026-04-19 22:21:45.14488,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,efb5d646-9c6b-49b1-97fc-e89e0b669b2a,2026-04-19 22:21:45.339893,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,bb39c876-1278-4e48-a901-b50fceaeea3c,2026-04-19 22:21:45.442761,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,3fd35673-c71a-441b-a8fd-cd081d9f8701,2026-04-19 22:21:45.540313,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,f2097974-a7a4-41cf-8699-b14db95a19f0,2026-04-19 22:21:47.339415,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,eda490a7-7759-4bb3-98ad-d1b4809b82bd,2026-04-19 22:21:47.444039,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,f2dabd23-4113-40a5-b17a-ae2ccef9cccb,2026-04-19 22:21:47.447945,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,ab748426-8f84-4d24-85f7-7080a646f916,2026-04-19 22:21:47.543822,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,1f647333-d4d4-4a3b-a82d-2fd119c60ef4,2026-04-19 22:34:03.384495,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,8c3ed9a1-6ad2-449e-9b65-d8db3de9a8ae,2026-04-19 22:34:03.581996,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,b6b9db42-fd14-4d65-af66-ddbf8ab348ba,2026-04-19 22:34:03.687288,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,aae179aa-6786-4f84-b348-56153c5a5e46,2026-04-19 22:34:03.788031,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,41759a8d-340a-4abf-8f74-d562e63512e4,2026-04-19 22:34:06.182082,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,2defcc34-ee56-4027-bd06-0beb77c411e8,2026-04-19 22:34:06.202463,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,6fba73e3-77ed-455f-81c5-a89516607305,2026-04-19 22:34:06.379915,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,7fca6c72-b3c9-4699-8424-9c1fc3552c47,2026-04-19 22:34:06.38584,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,8a831610-e25e-430b-a5c8-0cfac3033655,2026-04-19 22:59:38.68211,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,fa4f0aae-2edc-4c34-84a1-52e4be939a02,2026-04-19 22:59:38.782909,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,0cf0d82e-00d3-482a-ada7-a4f42cbeb46f,2026-04-19 22:59:39.082447,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,3f22e3a7-0c38-4448-9ded-e7f6caadd5bb,2026-04-19 22:59:39.177689,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,3677bf1e-445a-4ed8-a685-81bf5c5856f4,2026-04-19 22:59:42.278775,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,4a92e72b-d288-46e9-b185-80fb07c78aea,2026-04-19 22:59:42.284592,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,cd42f998-8949-45bc-8941-c8de1e04cf27,2026-04-19 22:59:42.289133,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,b8cb2c57-5b2e-4314-8302-defdb42782b4,2026-04-19 22:59:42.383057,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,ee66b059-8c92-4598-8281-d8758dc878d6,2026-04-19 23:15:50.67738,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,7183b68c-c532-41c0-9d6a-79728db1fb85,2026-04-19 23:15:50.682085,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,6b876bf9-07d9-4f1a-992f-3afdcfdf438c,2026-04-19 23:15:50.776701,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,e9520825-ad36-4fdb-b773-7a186c4be376,2026-04-19 23:15:50.780581,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,5ace7226-8fdb-4858-8459-609e9c1d7178,2026-04-19 23:15:53.476551,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,a5981812-2612-4ab1-956a-64c7bd189320,2026-04-19 23:15:53.573338,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,a7d95291-7b8d-42fc-aaaf-d6b33b18be5f,2026-04-19 23:15:53.57772,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,1cb4293d-256b-465f-8034-3a15b674e4a4,2026-04-19 23:15:53.673235,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,38e34502-5ddc-4bd0-952c-5bc8e736c340,2026-04-20 00:14:10.076629,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,869c00c4-ebe2-4684-9a30-332caead54d0,2026-04-20 00:14:10.274128,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,f91655c3-4619-4375-a061-a03dcd35ef8e,2026-04-20 00:14:10.279239,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,395a5f83-53f4-4ed2-a338-e4da3da999e6,2026-04-20 00:14:10.28486,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,3aec9706-dc06-42bb-8379-f212db0f34d8,2026-04-20 00:14:10.575193,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,002fd1cf-7936-4abe-8d10-215d4c833845,2026-04-20 00:14:10.674275,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,68e207ed-eae8-4e35-9aa4-1c44b1be602b,2026-04-20 00:14:10.777317,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,4ca99380-2591-4706-bed7-1277ef12ab07,2026-04-20 00:14:10.781443,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,eebd068a-4085-47c2-804e-c1f07b1c5aff,2026-04-20 00:36:42.333803,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,5569a390-be5d-4dcb-b08a-d3b8a48ff92f,2026-04-20 00:36:42.538975,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,2e21f103-1bb9-47cf-8a73-93fffabc9679,2026-04-20 00:36:42.545923,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,59c9d4e5-66e8-4c1a-90d6-e95ee2471374,2026-04-20 00:36:42.636414,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,c9b47c29-5721-4e55-8fca-a4a2642f82f1,2026-04-20 00:36:42.637121,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,ed653a5b-b151-456b-80cd-296a6f488755,2026-04-20 00:36:42.736733,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,e534af4f-ab3c-459f-a4ee-14a6466efc88,2026-04-20 00:36:42.74175,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,77010313-1f58-4487-99f5-96f929e79620,2026-04-20 00:36:42.931906,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,cc5ad81f-b7d2-420e-a760-d95dbb3831ee,2026-04-20 00:39:40.34555,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,0f8f43ca-e176-4b6c-aa2a-41880f018f04,2026-04-20 00:39:40.444922,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,c44aaa2d-d175-4b44-b185-5840e92c6a03,2026-04-20 00:39:40.635183,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,f91e91fb-da46-48c4-be0b-2969b1fc7315,2026-04-20 00:39:40.639974,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,ad899ebe-09f6-46ac-9a5e-51493b1eaa73,2026-04-20 00:39:40.942364,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,69369f68-d47f-47df-aee5-c393c59b7145,2026-04-20 00:39:41.039477,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,286631a1-0e9a-4ca4-9ac0-36e67851903b,2026-04-20 00:39:41.136757,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,4cc23c0b-5514-4ed3-a624-2d53d65a3349,2026-04-20 00:39:41.145326,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,b2dfa240-5ee8-4fdf-b968-f1ff38446646,2026-04-20 00:47:46.71769,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,b2209908-4749-40ef-a187-02203acc624a,2026-04-20 00:47:46.909422,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,19956ae0-bda4-4e0f-b585-d03cb76934fd,2026-04-20 00:47:47.008336,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,5eab5f7f-faaf-4665-a179-f107496ae4c0,2026-04-20 00:47:47.01771,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,d4014a65-4648-49d0-a841-077407916fbb,2026-04-20 00:47:49.709508,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,259140ea-f97f-421e-a87d-fb39c5ecd62b,2026-04-20 00:47:50.008346,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,e10ad31e-9662-485c-89e4-61880a3c5d81,2026-04-20 00:47:50.012529,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,b358ccfb-d6a3-4282-8220-c73be645b1f5,2026-04-20 00:47:50.108332,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,59e68895-60f1-42ba-9540-34f58c7651d0,2026-04-20 07:26:03.605211,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,dc952fb6-a311-4a98-9d1c-e2bdba2526a6,2026-04-20 07:26:03.707684,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,cd794beb-ba5a-4414-a2f1-cc2ffa8410e6,2026-04-20 07:26:03.711831,
SYSTEM,,,LIQUIDITY_ALARM,textverified,CRITICAL,Provider textverified liquidity below $10.00.,Current Balance: $2.40. Immediate top-up required for V6.0 stability.,,,9290507e-89f7-48eb-a2b5-b1fcc824e487,2026-04-20 07:26:03.711894,
SYSTEM,,,LIQUIDITY_ALARM,pvapins,CRITICAL,Provider pvapins liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,2b084c80-edde-45b8-98cc-184643fe78fd,2026-04-20 07:26:03.805912,
SYSTEM,,,LIQUIDITY_ALARM,telnyx,CRITICAL,Provider telnyx liquidity below $10.00.,Current Balance: $0.00. Immediate top-up required for V6.0 stability.,,,71997939-9f50-45c9-84eb-fdfdba1d24ee,2026-04-20 07:26:03.810417,
SYSTEM,,,LIQUIDITY_ALARM,5sim,CRITICAL,Provider 5sim liquidity below $10.00.,Current Balance: $1.27. Immediate top-up required for V6.0 stability.,,,8a2126b9-baa9-4a16-87f5-2dc06323e6e0,2026-04-20 07:26:03.905134,
